source_id	ONCacs	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	Vis	F435W	e_F435W	f_F435W	F555W	e_F555W	f_F555W	F658N	e_F658N	f_F658N	F775W	e_F775W	f_F775W	F850LP	e_F850LP	f_F850LP	type	Obs
4375	4375	83.817787	-5.352508	2	0	05 35 16.269	-05 21 09.03	57	21.9358	0.0366	1	20.0655	0.0178	1	17.3257	0.0294	1	15.8055	0.0023	2	14.4228	0.0022	2	1	2004-10-30T18:55:31
4377	4377	83.817792	-5.623117	2	0	05 35 16.270	-05 37 23.22	68	24.3278	0.1259	1	23.1374	0.0335	1	20.0368	0.04	1	18.974	0.0114	1	17.303	0.0034	1	1	2004-11-07T12:56:53
4377	4377	83.817792	-5.623117	2	0	05 35 16.270	-05 37 23.22	69	24.6127	0.0931	1	23.2294	0.0351	1	20.2444	0.0805	1	19.0412	0.0114	1	17.3262	0.0032	1	1	2004-11-07T02:51:09
4379	4379	83.817808	-5.533936	2	0	05 35 16.274	-05 32 02.17	77	20.3819	0.0159	1	19.1775	0.011	1	16.0915	0.0116	1	15.4684	0.0019	2	14.3963	0.0021	2	1	2005-04-12T04:21:10
4379	4379	83.817808	-5.533936	2	0	05 35 16.274	-05 32 02.17	78	20.5023	0.0162	1	19.0817	0.0109	1	15.8148	0.0038	1	15.5305	       	3	14.433	       	3	1	2005-04-12T06:00:16
4381	4381	83.816913	-5.343364	2	0	05 35 16.059	-05 20 36.11	56	16.7356	0.0017	2	15.3693	       	3	13.5082	0.0041	2	14.0018	       	3	12.9681	       	3	1	2004-10-12T12:37:52
4381	4381	83.816913	-5.343364	2	0	05 35 16.059	-05 20 36.11	57	16.8339	0.0018	2	15.3614	       	3	13.52	0.005	2	13.9992	       	3	12.9877	       	3	1	2004-10-30T18:55:31
4383	4383	83.816925	-5.390075	4	0	05 35 16.062	-05 23 24.27	9	14.813	       	3	14.1662	       	3	11.962	       	3	14.13	       	3	13.965	       	3	6	2005-04-06T04:26:25
4383	4383	83.816925	-5.390075	4	0	05 35 16.062	-05 23 24.27	0A	14.3253	       	3	16.0063	       	3	11.9324	       	3	13.7919	       	3	14.4757	       	3	6	2005-04-06T06:40:56
4383	4383	83.816925	-5.390075	4	0	05 35 16.062	-05 23 24.27	56	14.2299	       	3	13.8865	       	3	11.9469	       	3	14.3695	       	3	14.0985	       	3	6	2004-10-12T12:37:52
4383	4383	83.816925	-5.390075	4	0	05 35 16.062	-05 23 24.27	57	14.1357	       	3	       	21.134	0	11.9344	0.0041	2	13.9173	       	3	14.3554	       	3	6	2004-10-30T18:55:31
4373	4387	83.817879	-5.369486	2	0	05 35 16.291	-05 22 10.15	56	20.7689	0.062	1	19.3867	0.0543	1	15.5581	0.0531	1	15.9462	0.0036	2	14.8201	0.0043	2	3	2004-10-12T12:37:52
4373	4387	83.817879	-5.369486	2	0	05 35 16.291	-05 22 10.15	57	20.7206	0.0598	1	19.3727	0.0563	1	15.5984	0.0542	1	15.9118	0.0036	2	14.7914	0.0047	2	3	2004-10-30T18:55:31
4389	4389	83.817892	-5.295614	3	0	05 35 16.294	-05 17 44.21	3A	       	25.5896	4	23.0604	0.0386	1	19.4949	0.0331	1	17.73	0.0029	2	16.2655	0.0026	2	1	2005-04-10T20:21:42
4389	4389	83.817892	-5.295614	3	0	05 35 16.294	-05 17 44.21	3B	       	25.4433	4	22.4196	0.0258	1	19.6873	0.0388	1	17.7808	0.0031	2	16.3118	0.0027	2	1	2005-04-09T14:39:33
4389	4389	83.817871	-5.295622	3	0	05 35 16.289	-05 17 44.24	49	       	25.0958	0	22.4202	0.0266	1	19.1795	0.077	1	17.6751	0.0031	2	16.2078	0.0027	2	1	2005-04-11T08:14:48
4392	4392	83.817887	-5.373297	2	0	05 35 16.293	-05 22 23.87	56	21.3381	0.0482	1	18.3583	0.0314	2	16.671	0.1018	1	16.6469	0.0106	2	15.617	0.0124	2	1	2004-10-12T12:37:52
4392	4392	83.817887	-5.373297	2	0	05 35 16.293	-05 22 23.87	57	21.4884	0.1971	1	20.2641	0.0495	1	       	17.173	4	16.8394	0.0127	2	15.7865	0.0139	2	1	2004-10-30T18:55:31
4394	4394	83.817929	-5.349644	2	0	05 35 16.303	-05 20 58.72	56	       	24.1316	4	       	23.187	0	       	19.4429	4	20.3706	0.0316	1	18.9068	0.0506	1	1	2004-10-12T12:37:52
4394	4394	83.817929	-5.349644	2	0	05 35 16.303	-05 20 58.72	57	       	23.8964	4	       	23.2697	0	       	19.3905	4	20.3419	0.0322	1	19.1735	0.0551	1	1	2004-10-30T18:55:31
4396	4396	83.817929	-5.625394	2	0	05 35 16.303	-05 37 31.42	68	       	25.9567	0	       	25.6402	0	       	22.252	0	23.5448	0.0517	1	22.0438	0.0365	1	3	2004-11-07T12:56:53
4396	4396	83.817929	-5.625394	2	0	05 35 16.303	-05 37 31.42	69	       	25.7568	0	23.9965	0.1026	1	       	22.3308	0	23.6173	0.0541	1	21.8044	0.0626	1	3	2004-11-07T02:51:09
4398	4398	83.817937	-5.372644	2	0	05 35 16.305	-05 22 21.52	56	21.9922	0.0643	1	20.9806	0.0801	1	16.9392	0.0582	1	16.3867	0.0046	2	15.2725	0.0054	2	6	2004-10-12T12:37:52
4398	4398	83.817937	-5.372644	2	0	05 35 16.305	-05 22 21.52	57	21.9722	0.0645	1	21.0907	0.0864	1	16.9195	0.0579	1	16.37	0.0048	2	15.2278	0.0048	2	6	2004-10-30T18:55:31
4400	4400	83.818004	-5.340342	2	0	05 35 16.321	-05 20 25.23	3B	21.0466	0.0276	1	19.3295	0.0147	1	17.4909	0.1942	1	15.7392	0.0024	2	14.5874	0.0025	2	1	2005-04-09T14:39:33
4400	4400	83.818004	-5.340342	2	0	05 35 16.321	-05 20 25.23	57	21.0022	0.0658	1	19.488	0.0152	1	17.259	0.0399	1	15.7362	0.0023	2	14.6222	0.0025	2	1	2004-10-30T18:55:31
4396	4402	83.818012	-5.625419	2	0	05 35 16.323	-05 37 31.51	68	       	25.9107	0	       	25.8951	0	       	22.1723	0	       	25.4143	4	       	24.5536	4	3	2004-11-07T12:56:53
4396	4402	83.818012	-5.625419	2	0	05 35 16.323	-05 37 31.51	69	       	25.5036	0	       	25.3936	0	       	22.0263	0	       	25.164	4	       	24.2228	4	3	2004-11-07T02:51:09
4404	4404	83.818025	-5.492411	2	1	05 35 16.326	-05 29 32.68	26	23.365	0.1358	1	       	25.1847	4	20.1241	0.0607	1	22.1259	0.0263	1	20.5044	0.0198	1	2	2004-10-27T21:09:44
4404	4404	83.818025	-5.492411	2	1	05 35 16.326	-05 29 32.68	27	       	25.4823	4	       	25.2979	4	       	21.8545	0	22.0679	0.0255	1	20.4493	0.0193	1	2	2004-10-25T19:34:00
4406	4406	83.818046	-5.380281	4	0	05 35 16.331	-05 22 49.01	9	18.4167	0.0245	1	16.4952	0.0128	2	13.4199	0.0308	2	14.7425	       	3	13.7257	       	3	6	2005-04-06T04:26:25
4406	4406	83.818046	-5.380281	4	0	05 35 16.331	-05 22 49.01	0A	18.2208	0.0225	1	16.5515	0.0091	2	13.4223	0.0127	2	14.7673	       	3	13.7662	       	3	6	2005-04-06T06:40:56
4406	4406	83.818046	-5.380267	4	0	05 35 16.331	-05 22 48.96	56	18.0333	0.0183	2	16.4237	0.0109	2	13.2599	0.0136	2	14.681	       	3	13.6996	       	3	6	2004-10-12T12:37:52
4406	4406	83.818046	-5.380267	4	0	05 35 16.331	-05 22 48.96	57	18.0666	0.0192	2	16.4409	0.0107	2	13.3902	0.03	2	14.7169	       	3	13.7234	       	3	6	2004-10-30T18:55:31
4410	4410	83.818046	-5.260542	2	0	05 35 16.331	-05 15 37.95	48	18.8859	0.0025	1	16.8484	0.001	2	15.0844	0.0022	1	14.6219	       	3	13.6339	       	3	1	2005-04-16T10:42:51
4410	4410	83.818046	-5.260542	2	0	05 35 16.331	-05 15 37.95	49	19.7625	0.0149	1	17.3755	0.0012	2	15.7054	0.011	1	14.8883	       	3	13.8745	       	3	1	2005-04-11T08:14:48
4412	4412	83.818071	-5.490186	2	1	05 35 16.337	-05 29 24.67	26	24.2659	0.0822	1	       	25.375	0	       	21.81	0	23.3921	0.059	1	21.9585	0.1109	1	1	2004-10-27T21:09:44
4412	4412	83.818071	-5.490186	2	1	05 35 16.337	-05 29 24.67	27	       	25.6759	0	       	25.2261	0	       	21.4433	0	23.6206	0.07	1	22.0799	0.1149	1	1	2004-10-25T19:34:00
4414	4414	83.818154	-5.419331	4	0	05 35 16.357	-05 25 09.59	0A	17.5989	0.0046	2	16.1849	0.0034	2	14.1818	0.0153	2	14.3995	       	3	13.4101	       	3	6	2005-04-06T06:40:56
4414	4414	83.818154	-5.419331	4	0	05 35 16.357	-05 25 09.59	0B	17.6126	0.0048	2	16.23	0.0041	2	14.3057	0.0185	2	14.4565	       	3	13.5193	       	3	6	2005-04-07T02:48:40
4414	4414	83.818154	-5.419331	4	0	05 35 16.357	-05 25 09.59	19	17.5817	0.0048	2	16.2142	0.0038	2	14.2855	0.0165	2	14.5222	       	3	13.5509	       	3	6	2005-04-09T06:01:30
4414	4414	83.818154	-5.419331	4	0	05 35 16.357	-05 25 09.59	1A	17.6387	0.0048	2	16.2556	0.0038	2	14.3392	0.017	2	14.5531	       	3	13.5851	       	3	6	2005-04-09T08:15:41
4418	4418	83.818179	-5.302486	2	0	05 35 16.363	-05 18 08.95	3A	24.2697	0.1996	1	       	25.3565	0	       	22.0985	0	20.8444	0.0165	1	18.5114	0.0073	1	1	2005-04-10T20:21:42
4418	4418	83.818179	-5.302486	2	0	05 35 16.363	-05 18 08.95	3B	       	25.4565	0	       	25.4402	0	       	21.5976	0	20.7927	0.0162	1	18.4974	0.0069	1	1	2005-04-09T14:39:33
4420	4420	83.818179	-5.400883	3	0	05 35 16.363	-05 24 03.18	9	15.6853	       	3	14.9176	       	3	12.0661	       	3	13.8216	       	3	12.7343	       	3	1	2005-04-06T04:26:25
4420	4420	83.818179	-5.400883	3	0	05 35 16.363	-05 24 03.18	0B	15.6773	       	3	14.9075	       	3	12.049	       	3	13.8445	       	3	12.8341	       	3	1	2005-04-07T02:48:40
4420	4420	83.818179	-5.400883	3	0	05 35 16.363	-05 24 03.18	0A	17.2346	       	3	16.7392	       	3	14.0628	       	3	16.0268	       	3	       	19.753	0	0	2005-04-06T06:40:56
4423	4423	83.818229	-5.364033	2	0	05 35 16.375	-05 21 50.52	56	22.0338	0.0578	1	20.6404	0.0479	1	       	19.0043	0	16.6051	0.0052	2	15.3664	0.0044	2	1	2004-10-12T12:37:52
4423	4423	83.818229	-5.364033	2	0	05 35 16.375	-05 21 50.52	57	22.1921	0.1629	1	20.4461	0.0347	1	18.4083	0.1389	1	16.659	0.0053	2	15.3989	0.005	2	1	2004-10-30T18:55:31
4425	4425	83.818229	-5.410292	2	0	05 35 16.375	-05 24 37.05	0A	       	23.3901	0	       	21.6932	0	       	19.1048	0	20.1613	0.0332	1	17.9954	0.0397	1	1	2005-04-06T06:40:56
4425	4425	83.818229	-5.410292	2	0	05 35 16.375	-05 24 37.05	0B	       	23.2905	0	       	21.7764	0	       	19.0781	0	20.3295	0.0376	1	18.0455	0.0397	1	1	2005-04-07T02:48:40
4427	4427	83.817837	-5.387908	4	0	05 35 16.281	-05 23 16.47	9	15.5002	       	3	14.601	       	3	11.341	       	3	14.0398	       	3	13.1024	       	3	6	2005-04-06T04:26:25
4427	4427	83.817837	-5.387908	4	0	05 35 16.281	-05 23 16.47	0A	15.3964	0.0049	2	14.4654	       	3	11.3356	       	3	13.8084	       	3	13.0183	       	3	6	2005-04-06T06:40:56
4427	4427	83.817825	-5.387931	4	0	05 35 16.278	-05 23 16.55	56	15.6476	0.0033	2	14.5335	       	3	11.3986	       	3	14.0796	       	3	13.2535	       	3	6	2004-10-12T12:37:52
4427	4427	83.817825	-5.387931	4	0	05 35 16.278	-05 23 16.55	57	15.7295	0.0828	2	14.0712	       	3	11.2353	       	3	13.691	       	3	13.0943	       	3	6	2004-10-30T18:55:31
4431	4431	83.818337	-5.652872	2	0	05 35 16.401	-05 39 10.34	68	       	26.3365	0	       	25.9403	0	       	22.5838	0	22.5396	0.0279	1	20.3334	0.0186	1	1	2004-11-07T12:56:53
4431	4431	83.818337	-5.652872	2	0	05 35 16.401	-05 39 10.34	69	       	26.3807	0	       	26.0599	0	       	22.55	0	22.5257	0.0266	1	20.2828	0.0163	1	1	2004-11-07T02:51:09
4351	4433	83.817525	-5.41555	2	0	05 35 16.206	-05 24 55.98	0A	17.7973	       	3	16.9741	       	3	13.8897	0.0163	2	15.0126	       	3	13.9228	       	3	3	2005-04-06T06:40:56
4351	4433	83.817525	-5.41555	2	0	05 35 16.206	-05 24 55.98	0B	18.1588	       	3	17.3941	       	3	13.9601	0.0175	1	15.2823	       	3	14.0899	       	3	3	2005-04-07T02:48:40
4435	4435	83.818571	-5.389672	4	0	05 35 16.457	-05 23 22.82	9	       	21.2805	0	       	21.134	0	13.3036	       	3	       	20.682	0	15.3089	       	3	1	2005-04-06T04:26:25
4435	4435	83.818571	-5.389672	4	0	05 35 16.457	-05 23 22.82	0A	       	21.2805	0	       	21.134	0	14.2815	       	3	       	20.682	0	       	19.753	0	1	2005-04-06T06:40:56
4435	4435	83.818571	-5.389672	4	0	05 35 16.457	-05 23 22.82	56	       	21.2805	0	       	21.134	0	       	17.665	0	       	20.682	0	       	19.753	0	1	2004-10-12T12:37:52
4435	4435	83.818571	-5.389672	4	0	05 35 16.457	-05 23 22.82	57	       	21.2805	0	       	21.134	0	11.4324	       	3	       	20.682	0	15.698	       	3	1	2004-10-30T18:55:31
4439	4439	83.818675	-5.382317	4	0	05 35 16.482	-05 22 56.34	56	       	23.1876	0	       	21.5231	4	       	18.1753	0	       	22.1588	4	19.3942	0.0635	1	1	2004-10-12T12:37:52
4439	4439	83.818675	-5.382317	4	0	05 35 16.482	-05 22 56.34	9	       	22.7761	0	       	21.655	0	       	18.154	0	       	22.1104	0	19.752	0.088	1	1	2005-04-06T04:26:25
4439	4439	83.818675	-5.382317	4	0	05 35 16.482	-05 22 56.34	0A	       	22.1823	0	       	21.7622	0	       	18.1222	0	       	21.7316	0	19.715	0.0817	1	1	2005-04-06T06:40:56
4439	4439	83.818675	-5.382317	4	0	05 35 16.482	-05 22 56.34	57	       	23.1166	0	       	22.3024	4	       	18.1456	0	       	22.0601	4	18.9174	0.1973	1	1	2004-10-30T18:55:31
4443	4443	83.818746	-5.296453	3	0	05 35 16.499	-05 17 47.23	3A	       	25.6789	0	       	25.3111	0	       	22.0376	4	22.4519	0.0334	1	19.482	0.0131	1	1	2005-04-10T20:21:42
4443	4443	83.818746	-5.296453	3	0	05 35 16.499	-05 17 47.23	3B	       	25.4069	0	       	25.4451	0	       	21.9545	4	22.6616	0.0358	1	19.638	0.0154	1	1	2005-04-09T14:39:33
4443	4443	83.818725	-5.296467	3	0	05 35 16.494	-05 17 47.28	49	       	25.5627	0	       	25.2059	0	       	21.9688	0	22.3851	0.0312	1	19.4076	0.0139	1	1	2005-04-11T08:14:48
4446	4446	83.81885	-5.344525	2	0	05 35 16.524	-05 20 40.29	56	       	24.3324	4	22.5755	0.1358	1	       	19.0685	4	19.0851	0.0135	1	17.0299	0.0092	1	1	2004-10-12T12:37:52
4446	4446	83.81885	-5.344525	2	0	05 35 16.524	-05 20 40.29	57	       	24.5734	4	       	23.7514	4	       	19.0757	4	18.8505	0.0125	1	17.039	0.0096	1	1	2004-10-30T18:55:31
4448	4448	83.818892	-5.442928	2	0	05 35 16.534	-05 26 34.54	19	       	25.0175	0	       	24.8242	0	       	21.0954	0	20.7246	0.0182	1	18.6223	0.0131	1	1	2005-04-09T06:01:30
4448	4448	83.818892	-5.442928	2	0	05 35 16.534	-05 26 34.54	1A	       	24.6779	0	       	24.8221	0	       	21.2453	0	20.6718	0.0175	1	18.6476	0.0124	1	1	2005-04-09T08:15:41
4450	4450	83.818896	-5.38155	4	0	05 35 16.535	-05 22 53.58	56	       	22.6562	4	       	21.5601	0	       	17.8491	0	20.4401	0.0718	1	18.8881	0.1569	1	5	2004-10-12T12:37:52
4450	4450	83.818925	-5.381547	4	0	05 35 16.542	-05 22 53.57	9	       	22.9281	0	       	21.9523	0	       	17.9109	0	19.212	0.1016	1	18.4187	0.115	1	5	2005-04-06T04:26:25
4450	4450	83.818925	-5.381547	4	0	05 35 16.542	-05 22 53.57	0A	       	22.7879	0	       	21.8697	0	       	17.9102	0	19.5674	0.1455	1	18.7767	0.1471	1	5	2005-04-06T06:40:56
4450	4450	83.818896	-5.38155	4	0	05 35 16.535	-05 22 53.58	57	       	22.6899	4	       	21.9244	0	       	17.9249	0	19.0999	0.0883	1	18.6823	0.1333	1	5	2004-10-30T18:55:31
4454	4454	83.819054	-5.401658	2	0	05 35 16.573	-05 24 05.97	0A	18.8067	0.0509	1	17.7286	0.043	2	13.6835	0.0704	1	14.872	       	3	13.6821	       	3	6	2005-04-06T06:40:56
4454	4454	83.819054	-5.401658	2	0	05 35 16.573	-05 24 05.97	0B	18.84	0.0527	1	17.8306	0.048	2	13.6273	0.0667	1	14.9694	       	3	13.8011	       	3	6	2005-04-07T02:48:40
4456	4456	83.819063	-5.421578	4	0	05 35 16.575	-05 25 17.68	0A	21.1155	0.0344	1	19.6787	0.0271	1	16.5184	0.0812	1	15.5999	0.0025	2	14.6017	0.0029	2	5	2005-04-06T06:40:56
4456	4456	83.819063	-5.421578	4	0	05 35 16.575	-05 25 17.68	0B	20.8442	0.075	1	19.5489	0.0245	1	16.9929	0.1329	1	15.7037	0.0027	2	14.7347	0.0029	2	5	2005-04-07T02:48:40
4456	4456	83.819063	-5.421578	4	0	05 35 16.575	-05 25 17.68	19	20.8531	0.0744	1	19.1931	0.057	1	16.9283	0.1188	1	15.6979	0.0024	2	14.7181	0.0026	2	5	2005-04-09T06:01:30
4456	4456	83.819063	-5.421578	4	0	05 35 16.575	-05 25 17.68	1A	21.0458	0.0867	1	19.2251	0.056	1	16.6634	0.0964	1	15.7315	0.0026	2	14.7635	0.0034	2	5	2005-04-09T08:15:41
4460	4460	83.819071	-5.354278	2	0	05 35 16.577	-05 21 15.40	56	       	24.0067	4	20.9978	0.1856	1	       	19.4119	0	17.6933	0.0091	2	16.3712	0.0066	2	1	2004-10-12T12:37:52
4460	4460	83.819071	-5.354278	2	0	05 35 16.577	-05 21 15.40	57	       	23.9104	4	21.9368	0.0992	1	       	19.3524	0	17.7489	0.0096	2	16.4425	0.0072	2	1	2004-10-30T18:55:31
4462	4462	83.819108	-5.272378	2	0	05 35 16.586	-05 16 20.56	48	       	25.6292	4	       	25.5101	4	       	21.9857	4	20.7764	0.0208	1	18.7976	0.0083	1	1	2005-04-16T10:42:51
4462	4462	83.819108	-5.272378	2	0	05 35 16.586	-05 16 20.56	49	       	25.4991	4	       	25.2586	4	       	21.7632	4	21.5168	0.0199	1	18.8245	0.0083	1	1	2005-04-11T08:14:48
4464	4464	83.819096	-5.3806	4	0	05 35 16.583	-05 22 50.16	9	21.163	0.0536	1	19.9554	0.0727	1	15.6843	0.033	1	19.4642	0.0336	1	17.8209	0.0648	1	6	2005-04-06T04:26:25
4464	4464	83.819112	-5.380633	4	0	05 35 16.587	-05 22 50.28	57	20.0122	0.0535	1	18.064	0.0538	1	14.6709	0.0437	1	18.167	0.0338	1	18.0406	0.1011	1	6	2004-10-30T18:55:31
4464	4464	83.819112	-5.380633	4	0	05 35 16.587	-05 22 50.28	56	20.8869	0.0382	1	19.7521	0.0601	1	14.6269	0.0418	1	18.995	0.0246	1	18.7099	0.1431	1	6	2004-10-12T12:37:52
4464	4464	83.819096	-5.3806	4	0	05 35 16.583	-05 22 50.16	0A	19.8818	0.0473	1	18.0695	0.0526	1	14.596	0.0403	1	18.1446	0.0326	1	18.1869	0.0942	1	6	2005-04-06T06:40:56
4468	4468	83.819121	-5.328094	2	0	05 35 16.589	-05 19 41.14	3A	       	25.0054	0	       	24.4541	0	       	21.0066	4	21.4855	0.0261	1	19.9853	0.0388	1	1	2005-04-10T20:21:42
4468	4468	83.819121	-5.328094	2	0	05 35 16.589	-05 19 41.14	3B	       	24.823	0	       	24.4775	0	       	21.1747	4	21.441	0.0245	1	19.9422	0.035	1	1	2005-04-09T14:39:33
4470	4470	83.819204	-5.387769	4	0	05 35 16.609	-05 23 15.97	9	14.1116	       	3	14.0091	       	3	10.7579	       	3	13.5637	       	3	12.7556	       	3	6	2005-04-06T04:26:25
4470	4470	83.819204	-5.387769	4	0	05 35 16.609	-05 23 15.97	0A	14.2558	       	3	14.354	       	3	10.9943	       	3	13.7983	       	3	12.88	       	3	6	2005-04-06T06:40:56
4470	4470	83.819204	-5.387811	4	0	05 35 16.609	-05 23 16.12	56	13.7025	       	3	14.8785	       	3	10.7685	       	3	13.2305	       	3	12.3358	       	3	6	2004-10-12T12:37:52
4470	4470	83.819204	-5.387811	4	0	05 35 16.609	-05 23 16.12	57	       	21.2805	0	       	21.134	0	10.8079	       	3	       	20.682	0	14.0884	       	3	6	2004-10-30T18:55:31
4474	4474	83.819242	-5.326586	2	0	05 35 16.618	-05 19 35.71	3A	20.6067	0.0176	1	19.0891	0.0112	1	16.8251	0.0141	1	16.0014	0.0021	2	14.8274	0.0021	2	1	2005-04-10T20:21:42
4474	4474	83.819242	-5.326586	2	0	05 35 16.618	-05 19 35.71	3B	19.7988	0.0153	1	18.4676	0.0035	2	16.265	0.0108	1	15.793	0.002	2	14.7062	0.0021	2	1	2005-04-09T14:39:33
4476	4476	83.819267	-5.289833	4	0	05 35 16.624	-05 17 23.40	3A	       	25.0889	4	23.0597	0.0375	1	20.4128	0.0596	1	17.8221	0.0032	2	16.1054	0.0026	2	1	2005-04-10T20:21:42
4476	4476	83.819267	-5.289833	4	0	05 35 16.624	-05 17 23.40	3B	       	25.4169	4	22.7498	0.0316	1	20.1301	0.0478	1	18.0459	0.0104	1	16.1457	0.0026	2	1	2005-04-09T14:39:33
4476	4476	83.819246	-5.289842	4	0	05 35 16.619	-05 17 23.43	48	       	25.6983	0	22.7529	0.0315	1	20.1161	0.0518	1	17.7662	0.0032	2	15.999	0.0024	2	1	2005-04-16T10:42:51
4476	4476	83.819246	-5.289842	4	0	05 35 16.619	-05 17 23.43	49	       	25.6689	0	22.499	0.0767	1	20.0138	0.0454	1	17.8098	0.0033	2	16.1008	0.0025	2	1	2005-04-11T08:14:48
4480	4480	83.819275	-5.358553	2	0	05 35 16.626	-05 21 30.79	56	       	24.0857	0	       	23.2079	0	       	19.5247	0	16.0773	       	3	18.1457	0.0281	1	1	2004-10-12T12:37:52
4480	4480	83.819275	-5.358553	2	0	05 35 16.626	-05 21 30.79	57	       	23.9951	0	       	22.9647	0	       	19.2751	0	15.5426	       	3	15.2905	       	3	1	2004-10-30T18:55:31
4482	4482	83.819383	-5.391342	5	0	05 35 16.652	-05 23 28.83	9	       	21.8193	0	       	21.3607	0	       	18.7043	0	       	21.4976	4	19.256	0.1062	1	1	2005-04-06T04:26:25
4482	4482	83.819383	-5.391342	5	0	05 35 16.652	-05 23 28.83	0A	       	22.3889	0	       	21.4697	0	       	18.6834	0	       	21.7164	4	19.5632	0.0647	1	1	2005-04-06T06:40:56
4482	4482	83.819383	-5.391342	5	0	05 35 16.652	-05 23 28.83	0B	       	22.5345	0	       	21.4026	0	       	18.5368	0	       	20.682	4	       	19.9147	0	0	2005-04-07T02:48:40
4482	4482	83.819383	-5.391342	5	0	05 35 16.652	-05 23 28.83	56	       	22.0635	0	       	21.6542	0	       	18.8115	0	       	20.6877	0	19.1384	0.09	1	1	2005-04-07T12:37:52
4482	4482	83.819383	-5.391342	5	0	05 35 16.652	-05 23 28.83	57	16.0764	0.0816	1	       	21.134	0	       	18.8082	0	       	20.682	0	       	19.9946	0	1	2005-04-07T18:55:31
4487	4487	83.818625	-5.376386	4	0	05 35 16.470	-05 22 34.99	56	19.7059	0.0201	1	17.1025	0.0185	2	13.8966	0.0207	1	15.4346	       	3	13.9079	       	3	6	2004-10-12T12:37:52
4487	4487	83.818625	-5.376386	4	0	05 35 16.470	-05 22 34.99	57	20.2474	0.0279	1	17.1273	0.0199	2	13.9089	0.0205	1	15.427	       	3	13.9561	       	3	6	2004-10-30T18:55:31
4487	4487	83.819542	-5.377292	4	0	05 35 16.690	-05 22 38.25	9	21.0305	0.0496	1	17.1736	0.0186	2	15.6235	0.038	1	14.9744	       	3	13.9636	       	3	6	2005-04-06T04:26:25
4487	4487	83.819542	-5.377292	4	0	05 35 16.690	-05 22 38.25	0A	20.4622	0.034	1	17.1844	0.0199	2	15.6062	0.0384	1	15.0045	       	3	13.961	       	3	6	2005-04-06T06:40:56
4491	4491	83.818675	-5.375308	4	0	05 35 16.482	-05 22 31.11	9	18.5838	0.0122	1	17.2368	0.0163	2	13.6197	0.0167	1	14.8628	       	3	13.7902	       	3	6	2005-04-06T04:26:25
4491	4491	83.818675	-5.375308	4	0	05 35 16.482	-05 22 31.11	0A	18.6184	0.0144	1	17.2733	0.0167	2	13.6319	0.0173	1	14.9024	       	3	13.7911	       	3	6	2005-04-06T06:40:56
4491	4491	83.818675	-5.375308	4	0	05 35 16.482	-05 22 31.11	56	18.562	0.013	1	17.2136	0.0167	2	13.5941	0.017	1	14.7449	       	3	13.719	       	3	6	2004-10-12T12:37:52
4491	4491	83.818675	-5.375308	4	0	05 35 16.482	-05 22 31.11	57	18.5685	0.0133	1	17.2155	0.0157	2	13.6152	0.0158	1	14.7842	       	3	13.7054	       	3	6	2004-10-30T18:55:31
4495	4495	83.819608	-5.317058	2	0	05 35 16.706	-05 19 01.41	3A	       	25.0953	0	       	24.824	0	       	21.1636	0	21.0872	0.0217	1	18.6311	0.011	1	1	2005-04-10T20:21:42
4495	4495	83.819608	-5.317058	2	0	05 35 16.706	-05 19 01.41	3B	       	25.0694	0	       	24.8096	0	       	21.5341	0	20.7967	0.0352	1	18.6931	0.011	1	1	2005-04-09T14:39:33
4497	4497	83.819667	-5.390319	5	0	05 35 16.720	-05 23 25.15	0A	       	21.2805	0	       	21.134	0	11.1965	       	3	       	20.682	0	       	19.753	0	1	2005-04-06T06:40:56
4497	4497	83.819667	-5.390319	5	0	05 35 16.720	-05 23 25.15	0B	       	21.2805	0	       	21.134	0	       	17.665	0	       	20.682	0	       	19.753	0	1	2005-04-07T02:48:40
4497	4497	83.819667	-5.390319	5	0	05 35 16.720	-05 23 25.15	9	       	21.2805	0	       	21.134	0	11.2092	       	3	       	20.682	0	       	19.753	0	1	2005-04-06T04:26:25
4497	4497	83.819683	-5.390289	5	0	05 35 16.724	-05 23 25.04	56	       	21.2805	0	       	21.134	0	11.7725	       	3	       	20.682	0	12.6152	       	3	1	2005-04-07T12:37:52
4497	4497	83.819683	-5.390289	5	0	05 35 16.724	-05 23 25.04	57	       	21.2805	0	       	21.134	0	11.1398	       	3	       	20.682	0	       	19.753	0	0	2005-04-07T18:55:31
4502	4502	83.819704	-5.375333	3	0	05 35 16.729	-05 22 31.20	9	18.511	0.0132	1	17.7714	0.0285	2	17.8007	0.1458	1	15.2785	       	3	14.3488	       	3	5	2005-04-06T04:26:25
4502	4502	83.819708	-5.375317	3	0	05 35 16.730	-05 22 31.14	56	21.1912	0.1544	1	20.2522	0.279	1	       	17.9565	0	15.6232	0.0036	2	14.6207	0.0042	2	5	2004-10-12T12:37:52
4502	4502	83.819708	-5.375317	3	0	05 35 16.730	-05 22 31.14	57	21.5794	0.0583	1	20.2652	0.0652	1	       	17.9189	0	15.6812	0.0036	2	14.6556	0.0038	2	5	2004-10-30T18:55:31
